arbitrary	biased	coherence	consensus	contentious	expected	insightful	meaningful	offensive	preferable	sensible	specificity	uncanny	unpredictable	confusing	age	bestlabel	birthsex	education	familiarity	gender	marital	poc	corpus	assignmentID	topicID	HITId	technique	suitable	objectionable	consensus_factor
12	21	71	78	18	75	63	77	21	62	84	76	8	21	33	33	NA	male	bachelors	50	man	single	asian	ap	3PEIJLRY6V7C7WIUDZ72FF03ENKXWZ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopN	317.739995724272	93.9989558692589	38.7334509889607
1	1	98	98	6	92	80	93	1	96	95	3	1	3	2	37	NA	female	graduate	1	woman	married	white	ap	3VFJCI1K41DWDE6IPVXS4USRJG9GRJ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopN	392.213403511765	7.37298519099673	48.6651050886942
1	1	100	84	62	52	1	60	4	39	53	58	1	38	1	30	NA	female	associates	34	woman	married	hispanic	ap	3ZY8KE4ISLHFJAHD1B7EZ5LWA9VQVH	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopN	228.048639215575	74.3109376251958	41.7129472188808
1	50	91	50	50	40	41	40	1	1	40	50	1	50	50	29	NA	male	high	1	man	single	black	ap	39GXDJN2OVS9D6HHFHQEDE0WG398VO	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopN	213.034756366281	97.9897215052057	24.8291352493338
1	40	62	50	52	51	58	61	50	54	57	54	45	100	47	60	NA		graduate	76	man	divorced	white	ap	3DIP6YHAPE6SBVVVKR14DACAG86E8O	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopN	246.834877453826	161.31503621642	24.8291352493338
17	66	62	60	66	67	40	70	58	70	20	69	63	26	28	28	NA	male	bachelors	72	man	single	white	ap	3KXIR214I6UZXEWDF4GQUXNGHJK425	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopN	220.962586968094	216.384879464863	29.7949622992006
44	53	52	55	54	42	50	45	52	15	46	50	57	55	57	38	NA	male	bachelors	60	man	single	white	ap	3NGI5ARFTVJEXM00UK80SCO6GAZP1Z	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopN	200.373289646455	179.521661963027	27.3120487742672
77	72	72	86	68	70	72	60	70	83	80	88	88	86	87	60	NA	male	bachelors	50	man	married	white	ap	3UN61F00HY3YXHHY8ZE10X12T7Y5RT	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopN	302.798788727651	259.669008774314	42.7061126288541
1	1	93	100	25	91	100	100	1	91	91	60	60	1	1	70	NA	male	graduate	30	man	married	white	ap	35GCEFQ6I724LTGL4XKL735HOSN3ZR	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopN	405.936460752746	92.0121324026319	49.6582704986676
17	20	85	85	79	76	82	86	2	84	85	35	19	14	16	34	NA	female	bachelors	17	woman	single	white	ap	36PW28KO41A6UJOAHPLI91I56W6EAS	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopN	354.03616202997	94.7962936945822	42.2095299238675
1	1	75	85	1	65	61	70	1	45	71	1	1	1	1	29	NA	male	associates	10	man	single	white	ap	3DL65MZB8FTUNYL813H9FW8T6ZRECU	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopN	292.645906083777	3.37541463681974	42.2095299238675
1	42	84	78	40	82	65	76	1	57	78	60	40	33	19	29	NA	female	somecollege	16	woman	single	white	ap	3OB0CAO74J3JABDFNW74XQXP14SYHV	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopN	329.711499132128	118.420763337857	38.7334509889607
1	1	100	87	18	92	60	90	1	100	100	1	1	1	1	47	NA	male	bachelors	100	man	single	white	ap	3X65QVEQI218T4V0IP4DSRYDFWTCLG	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopN	379.61313146068	12.8298706419503	43.2026953338408
1	45	60	60	60	55	40	45	1	65	45	30	20	55	40	32	NA	male	bachelors	15	man	single	white	ap	320DUZ38G90FFQN5HQOJ23609ZFGJR	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopN	209.33719509994	100.236638891716	29.7949622992006
1	1	100	95	10	100	100	100	1	100	100	1	1	1	1	46	NA	female	somecollege	50	woman	divorced	white	ap	3IFS6Q0HJKXMAKCQU8X0FGA3KVKIS1	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopN	427.644212766988	8.38071487483003	47.1753569737342
35	19	100	57	50	56	58	64	50	61	59	64	55	1	2	39	NA		bachelors	34	man	single	hispanic	ap	3JZQSN0I3SOZAO19Y0XYN5E8GSYGFO	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopN	286.365558904559	156.870588511811	28.3052141842405
1	1	90	91	1	100	93	92	1	91	92	100	1	1	1	27	NA	male	bachelors	8	man	married	asian	ap	3Y5140Z9DZUPXSWY2RT6KB5SXDFPIY	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopN	399.670313106042	63.6094005232979	45.1890261537875
4	20	80	68	30	99	84	80	1	28	92	82	16	15	16	36	NA	male	bachelors	88	man	married	black	ap	3YHH42UU5DTOZC0K69BTXQWC6BW0LJ	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopN	372.908703989201	93.3613071174163	33.767623939094
1	20	91	98	33	70	87	90	1	60	90	15	5	25	11	39	NA	male	bachelors	35	man	single	white	ap	31JLPPHS2W8SMP2E2O94R5YD4SL3OY	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	TopN	365.654260995008	46.9210120375831	48.6651050886942
1	1	90	84	12	100	49	73	1	100	89	9	21	1	12	35	NA	male	bachelors	20	man	single	white	ap	338JKRMM28DIETFC7QTOU4FIYDOAHW	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	TopN	344.834281216638	27.7136944367072	41.7129472188808
1	1	100	100	1	100	79	100	1	81	100	86	1	1	1	32	NA	female	bachelors	1	woman	single	white	ap	35H6S234SCE5BYJEGBB3P2A6XLD65R	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	TopN	410.751415458057	55.0914631252101	49.6582704986676
2	61	75	73	67	72	90	96	1	96	80	53	1	5	3	41	NA	male	graduate	52	man	separated	white	ap	3GDTJDAPVWPQNJN81PPNQIHJPEY8MG	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	TopN	353.165580237697	117.69914197148	36.2505374640273
1	20	67	53	50	85	46	47	1	46	88	76	70	64	1	42	NA	female	bachelors	25	woman	married	natAmerican	ap	3MYYFCXHJ5LPC84KEJ1FW1HHR2P4GO	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	TopN	286.838312135383	136.887556053249	26.3188833642938
89	84	86	75	82	63	62	68	87	77	74	67	82	69	73	30	NA	male	graduate	50	woman	married	white	ap	30BXRYBRP6BFL6IF8VPGCTC9QWYHWL	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	TopN	301.516708600892	273.07453764315	37.2437028740007
54	35	44	84	65	40	39	53	6	22	45	45	52	77	45	57	NA	female	bachelors	21	woman	divorced	white	ap	37M28K1J0SRE5ZA2VQW96HVXB63JAN	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	TopN	189.446373973663	129.7298703673	41.7129472188808
34	6	60	56	73	60	59	59	1	30	57	84	19	20	33	34	NA	female	bachelors	14	woman	single	white	ap	3907X2AHF2JLM7IWDO8EXVYB8GD2PT	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	TopN	252.192195392675	109.766663123888	27.8086314792539
42	66	33	86	61	29	34	57	21	21	23	60	74	80	74	34	NA	male	somecollege	21	man	single	asian	ap	3IAEQB9FMGYY9QDDMZ6QL8XBY38DW9	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	TopN	150.507794045796	186.729369626907	42.7061126288541
47	58	58	63	58	67	44	70	57	68	62	62	38	83	63	30	NA	male	graduate	84	man	married	black	ap	3SPJ033423HF1H85BWAP93D4EWXYJ1	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	TopN	258.880732707237	184.077601989852	31.2847104141606
55	16	91	37	86	88	45	73	87	81	16	81	58	44	83	28	NA	male	bachelors	12	man	married	natAmerican	ap	34Q075JO1ZRB95WGDZTADBNY82L102	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	TopN	265.926737112684	215.682271267947	18.373560084507
1	1	100	90	20	90	50	100	1	100	100	1	1	10	1	29	NA	male	somecollege	10	man	single	mixed	ap	3PB5A5BD0XKMVVM3GHZMZD1RI4YG73	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	TopN	378.613476470597	13.9421595837304	44.6924434488008
1	4	52	50	1	65	81	71	1	58	80	1	1	27	1	27	NA	female	associates	12	woman	single	white	ap	3QXNC7EIPK9TYAZBHC83SH5H6DE90M	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	TopN	299.174667165095	5.67442158997078	24.8291352493338
1	3	95	88	2	91	97	99	1	97	79	99	1	1	1	30	NA	male	bachelors	80	man	single	white	ap	3YDTZAI2WZUS8TEHW0GCPEDBPD641O	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	TopN	393.42011210016	65.0897921964252	43.6992780388275
6	1	60	70	50	43	22	50	39	93	54	50	47	65	40	39	NA	male	somecollege	10	man	single	white	ap	337RC3OW07G4SD1096ZIIJM2038LVN	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	TopN	196.816944660109	120.67198950282	34.7607893490673
82	47	42	85	73	37	42	44	32	35	38	69	24	80	76	39	NA	male	bachelors	28	man	single	asian	ap	34YB12FSQ025GYTQKN1BIVYHDTAGMV	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	TopN	173.3546204931	159.480599016949	42.2095299238675
38	35	39	65	41	40	35	62	36	65	62	59	60	58	58	23	NA	female	bachelors	69	woman	single	white	ap	3HL8HNGX47FKVEE1KUROVOSLCF39FQ	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	TopN	205.470503481288	153.547025311197	32.2778758241339
100	1	1	1	100	1	1	1	1	1	1	1	1	100	100	66	NA	male	bachelors	75	man	single	white	ap	3Q5ZZ9ZEVQTSFC229Q819G6X3H858J	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	TopN	4.27644212766988	58.4337172549329	0.496582704986676
50	1	17	100	100	1	15	15	1	85	65	1	100	100	100	39	NA	female	bachelors	10	woman	married	white	ap	3VA45EW49P1WCMOZFKVL3CJG646O1I	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	TopN	98.5819412992252	124.532541469822	49.6582704986676
50	63	59	50	60	56	56	55	2	99	50	68	50	46	42	45	NA	male	somecollege	62	man	divorced	white	ap	31JLPPHS2W8SMP2E2O94R5YD4OKO3A	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	TopN	235.603502406225	157.957588661173	24.8291352493338
24	49	56	50	42	55	66	78	1	50	62	45	48	47	40	26	NA	female	somecollege	1	woman	married	white	ap	34V1S5K3GUFOCLLQJ1OK1IF8JG096N	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	TopN	271.436780546449	121.112359467514	24.8291352493338
50	1	100	1	76	92	100	100	16	100	89	49	81	1	3	38	NA	male	associates	60	man	single	white	ap	3FPRZHYEP0LNC9BB30VIMXSL0IEV3I	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	TopN	410.662412064664	139.356480891122	0.496582704986676
18	74	69	74	38	78	67	81	1	86	82	40	14	39	29	2	NA	female		50				ap	3FTOP5WARH2I4MCK3OZGHBJK2IQJ0R	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	TopN	323.702415508659	112.303446064873	36.747120169014
63	66	79	73	64	42	50	50	37	50	44	35	62	72	73	28	NA	female	bachelors	15	woman	single	white	ap	3P529IW9K0ZFWGFA9RUE0XJGC9KLFZ	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	TopN	224.76764623325	177.604750233582	36.2505374640273
41	34	26	41	32	37	31	36	40	31	20	35	41	33	31	30	NA	male	bachelors	1	man	married	white	ap	3137ONMDKIJ74A1D3PDS5NT84RJEG4	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	TopN	128.288323298744	123.594960191109	20.3598909044537
1	6	65	69	62	73	59	68	4	29	93	36	7	25	72	39	NA	male	somecollege	56	man	single	white	ap	3E337GFOLBMBYGEQWOGBVANHIJKGNV	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	TopN	308.118469851167	68.7632750298093	34.2642066440806
30	70	92	72	88	89	85	99	12	69	14	76	75	74	18	28	NA	male	bachelors	8	man	married	white	ap	3MRNMEIQW7KIYW1EILZOCXGV0W4LDO	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	TopN	320.882483651659	208.221453718406	35.7539547590407
25	24	74	72	22	76	77	79	25	77	76	25	25	25	23	38	NA	female	graduate	53	woman	married	white	ap	3SUWZRL0M0R57HC7RC46TWGJADGE62	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	TopN	326.841354485887	81.9505968567729	35.7539547590407
11	11	71	71	32	78	92	64	6	58	65	77	20	26	12	23	NA	male	bachelors	1	man	single	mixed	ap	3VSOLARPKDNPF2Y80ZQMUF3O9QO393	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	TopN	315.103968768726	91.0893418844464	35.257372054054
41	42	41	71	48	38	43	41	24	44	41	43	45	68	53	32	NA	male	somecollege	35	man	single	white	asd	3CCZ6YKWR9XSTHLCEIEF9C18NIH59P	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	TopN	174.300027976588	133.732480913595	35.257372054054
1	74	50	67	54	65	28	50	1	50	73	22	2	29	19	24	NA	female	bachelors	50	woman	single	white	asd	3HMVI3QICL6860S1L74J53HIK7EY1Y	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	TopN	230.110600567839	102.238145108858	33.2710412341073
1	10	81	91	13	81	78	72	6	78	89	17	12	17	13	26	NA	male	associates	50	man	single	white	asd	3KKG4CDWKKCAXYHC0DV54KVUNI494Y	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	TopN	343.277416863569	37.9094961662045	45.1890261537875
14	60	50	64	55	72	62	61	28	72	64	61	35	60	38	35	NA	female	bachelors	57	woman	single	white	asd	3ON104KXQMAL9UUKTO5XI435LJOW4A	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	TopN	265.187046188576	158.801900911504	31.7812931191473
15	20	87	13	88	86	84	90	7	49	84	75	26	24	11	31	NA	male	associates	80	man	single	white	asd	3OXV7EAXLG42XJWA2SNAA5CMJH036W	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	TopN	368.688912876219	132.696439784328	6.45557516482679
30	35	66	70	40	33	58	32	86	70	66	35	63	65	59	29	NA	male	bachelors	57	man	single	hispanic	asd	37ZHEEHM6Y0L1JAFL2S2GJCIESK37V	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	TopN	216.795447290108	179.233973314586	34.7607893490673
72	77	61	62	50	77	65	77	83	33	61	64	34	33	80	27	NA	male	bachelors	70	man	married	white	asd	3FK0YFF9P1U7OIDUNA1O5SK4RUJVVB	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	TopN	292.266697612858	212.932995851045	30.7881277091739
55	44	53	70	46	43	55	68	34	32	60	40	62	35	61	23	NA	male	bachelors	43	man	single	asian	asd	3LRKMWOKB7VF0BK20X6GOT0PI7X2ZB	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	TopN	238.981834969124	151.446349361901	34.7607893490673
23	30	51	77	59	53	29	58	17	84	40	64	33	66	34	24	NA	female	associates	1	woman	single	black	asd	3WMOAN2SRDBUGD4LLJFXVBQR5RHVNU	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	TopN	198.393866491617	129.981051017504	38.236868283974
10	5	90	95	5	85	90	95	1	90	90	10	10	5	5	24	NA	male	high	1	man	married	white	asd	3ZDAD0O1T3RKFFE0IU2RSVT4AKBXT0	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	TopN	384.878142463514	20.1501360428874	47.1753569737342
75	66	86	74	74	83	83	67	72	74	75	45	84	76	60	53	NA	male	bachelors	20	man	married	white	asd	32SVAV9L3HN3KL8DS54MQAE8F0Q3AM	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	TopN	336.051525368769	231.128656882901	36.747120169014
6	70	76	80	7	83	76	77	7	73	81	69	6	21	13	24	NA	male	bachelors	78	man	single	white	asd	36H9ULYP64891QRA66I1KI6O8DPJFR	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	TopN	336.572544357628	108.961677774382	39.7266163989341
100	95	94	95	96	100	99	84	100	76	87	89	88	1	82	28	NA	female	bachelors	100	woman	married	white	asd	3DIP6YHAPE6SBVVVKR14DACAG1G8EE	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	TopN	396.165420240158	316.78056375195	47.1753569737342
1	1	94	95	17	94	91	93	55	96	93	62	3	2	6	59	NA	male	somecollege	70	man	married	white	asd	3RSDURM96C07Q1MDXVZYCN0C9GIYEH	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	TopN	397.788565975255	92.6725843384959	47.1753569737342
1	1	83	72	2	81	60	89	1	56	80	1	1	1	15	33	NA	male	bachelors	1	man	single	white	asd	3VSOLARPKDNPF2Y80ZQMUF3O9I8397	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	TopN	337.255734624565	3.93155910770977	35.7539547590407
15	1	80	100	15	80	50	80	1	80	80	1	1	70	1	30	NA	male	high	1	man	single	white	asd	33JKGHPFYE8BQQAC7RE68F7EEYFMNE	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	TopN	317.982802629403	11.1614372292802	49.6582704986676
96	1	1	95	3	1	4	3	1	16	1	2	5	100	1	29	NA	female	associates	1	woman	married	white	asd	3QRYMNZ7F0VF3L0WGOFIUT26861TNC	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	TopN	8.45099733992763	7.76678724270117	47.1753569737342
61	56	56	59	57	33	86	88	3	86	50	59	73	93	58	51	NA	male	bachelors	1	man	divorced	white	asd	3R9WASFE21UZ15WEOSLN8CUERB3FZ9	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	TopN	266.11305601056	161.582126810705	29.2983795942139
98	1	1	90	10	1	3	1	1	1	3	12	1	95	93	36	NA	male	bachelors	1	man	single	white	asd	3STRJBFXOY5EVFFTJBN221L2EBWTK7	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	TopN	7.69145604736631	15.0733799733276	44.6924434488008
96	14	21	47	59	5	21	20	1	60	4	13	1	83	86	26	NA	male	associates	7	man	single	black	asd	3T3IWE1XG8106IDOWG7ZYNXBDHOTQZ	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	TopN	59.4764742513763	52.8952466104571	23.3393871343738
77	72	74	66	67	64	58	78	56	76	82	46	67	59	85	31	NA	male	graduate	95	man	single	white	asd	32VNZTT0A9IG1YDYUUVRV5VOT49R42	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	TopN	305.52352564394	208.662252061521	32.7744585291206
1	1	100	98	1	100	75	100	1	99	100	5	1	1	1	39	NA	male	somecollege	1	man	single	white	asd	39LOEL67OUJP1XFYV7K8UJ8DPCQ38I	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	TopN	407.533739780165	5.8091110362734	48.6651050886942
26	31	64	50	76	53	60	60	11	60	61	50	11	33	36	22	NA	male	high	1	man	single	white	asd	3D8YOU6S9GYMWD9THCJBXE2MWUK6U7	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	TopN	254.551990109157	112.334204528549	24.8291352493338
10	21	65	62	38	58	58	66	13	58	63	45	40	23	28	30	NA	male	graduate	10	man	married	white	asd	3DEL4X4EL8ZGW1DUS0PQ0CLJPMTXYP	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	TopN	265.245425782479	101.411210513546	30.7881277091739
28	32	68	64	26	63	65	67	31	67	62	30	27	26	26	29	NA	male	associates	20	man	single	white	asd	3DI28L7YXCSA0VBAL6SPY0P22VA1EN	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	TopN	277.680735292589	99.3443833739106	31.7812931191473
1	8	58	24	10	57	34	36	1	49	41	56	1	23	28	27	NA	male	bachelors	22	man	single	white	asd	3PDJHANYK7UHRR39HDCCEZDW2MK6H8	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	TopN	193.11983062662	47.2083899246703	11.9179849196802
10	20	91	89	64	95	85	88	12	93	91	47	36	23	16	39	NA	male	somecollege	50	man	single	white	asd	3PM8NZGV80U7NZM81Q8WNQIHQDCQXF	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	TopN	385.211688549461	112.873974217169	44.1958607438142
1	1	100	99	1	100	85	100	1	100	100	1	1	1	1	25	NA	male	somecollege	1	man	single	white	asd	3UN61F00HY3YXHHY8ZE10X12T1E5RX	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	TopN	415.577928974894	3.37541463681974	49.1616877936809
38	46	39	57	58	63	64	60	26	47	60	48	58	57	51	31	NA	male	bachelors	25	man	single	white	asd	3VELCLL3GMX269B6GHCVGIA2EWP1F5	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	TopN	245.493695353726	155.6347233577	28.3052141842405
8	8	81	90	14	92	78	95	1	70	87	77	27	11	9	29	NA	male	bachelors	70	man	single	white	asd	3ZY8KE4ISLHFJAHD1B7EZ5LWA2FQVN	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	TopN	371.416942356985	79.5691610729089	44.6924434488008
76	67	68	61	37	30	70	33	62	65	60	29	37	34	78	27	NA	male	bachelors	70	man	married	white	asd	358010RM5G7ZS7IPNP26TDHP75SXVH	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	TopN	220.882272028883	162.434156393845	30.2915450041872
1	1	4	100	100	100	100	100	1	100	100	74	1	1	1	31	NA	male	bachelors	60	man	single	white	asd	3JWH6J9I9URF7Z6FG2OXUZWK20JNB0	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	TopN	350.14274953873	102.848676544962	49.6582704986676
9	63	66	74	62	66	36	58	58	85	63	56	31	60	56	28	NA	female	bachelors	27	woman	single	white	asd	3PJUZCGDJ8UBGZ4ECGLILWBZP40894	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	TopN	248.358154905543	182.586504816023	36.747120169014
21	71	33	74	32	38	35	60	62	57	57	22	79	17	58	31	NA	male	bachelors	36	man	single	hispanic	asd	3PJUZCGDJ8UBGZ4ECGLILWBZP8E89Q	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	TopN	192.587965309257	186.50173336905	36.747120169014
20	50	50	50	90	55	5	55	45	56	45	55	50	100	95	39	NA	male	somecollege	30	man	single	white	asd	3WOKGM4L73UW5X3HJ1RLP70615A0ON	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	TopN	181.915956101306	190.174403556123	24.8291352493338
95	50	16	11	63	6	66	11	1	5	1	8	63	85	85	23	NA	male	bachelors	1	man	single	mixed	asd	374TNBHA8D9WN4CI6MUY64PQSJ6YQT	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	TopN	81.8846629533927	121.061010678201	5.46240975485344
68	4	12	32	74	17	8	35	1	26	24	11	1	42	95	45	NA	female	graduate	1	woman	single	white	asd	37Z929RLGBMCJYS1OKW4TNCCV59TSO	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	TopN	83.596513719171	52.3572089635773	15.8906465595736
56	15	89	69	70	34	86	76	1	80	91	60	51	46	9	26	NA	male	somecollege	30	man	single	white	asd	3QECW5O0KJFBDWUQCOJW0C2KHL25TZ	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	TopN	320.093981959901	121.758348687853	34.2642066440806
60	17	54	79	69	84	15	83	33	74	69	77	23	34	41	28	NA	female	bachelors	90	woman	married	white	asd	3RU7GD8VPQ7ER6ZU73NKODBF62SPSJ	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	TopN	265.070056189259	139.242525033682	39.2300336939474
39	19	60	60	40	53	40	50	1	20	61	10	45	33	41	30	NA	male	bachelors	1	man	single	white	asd	3RXCAC0YIT3QV9RMQMRSDDXMTHV8GV	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	TopN	226.427891815993	73.7121628258255	29.7949622992006
42	28	53	51	36	54	53	57	12	40	59	24	60	58	31	33	NA	female	associates	1	woman	married	white	asd	34MAJL3QP61OIWSWJ4UVD7S8NQU34B	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	TopN	236.473536948708	105.46281732922	25.3257179543205
15	40	66	70	40	50	64	65	3	50	40	37	22	23	38	36	NA	female	somecollege	1	woman	single	black	asd	373ERPL3YQM0IJSO9VWZ3D7G93QTR0	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	TopN	242.179739794197	92.4300607477397	34.7607893490673
20	22	62	64	56	61	43	58	4	69	64	15	41	32	43	40	NA	male	bachelors	1	man	married	white	asd	3LYA37P8IS1EZTLCJPWH27FG84XBK0	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	TopN	247.258052586345	87.6114788201655	31.7812931191473
11	1	88	84	8	87	87	84	1	79	87	29	19	1	8	29	NA	male	somecollege	1	man	single	asian	asd	3SB5N7Y3O5I8DKMJVIEDKYR4AJJ0G0	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	TopN	370.215824335149	36.3222687682964	41.7129472188808
62	41	34	61	63	29	31	39	1	28	25	55	58	66	68	25	NA	male	bachelors	1	man	single	white	asd	3VZLGYJEYNOG1RNZOMR9EJULVGXXZG	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	TopN	134.856334192205	139.421598057031	30.2915450041872
66	4	17	9	38	8	12	22	2	16	11	69	1	60	64	34	NA	female	bachelors	8	woman	single	white	asd	3JRJSWSMQJZ6AYPP8A68MT4Z0FO3EH	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	TopN	59.7333281748987	68.4014513275707	4.46924434488008
18	71	33	85	21	41	11	34	13	54	41	23	3	76	37	31	NA	female	bachelors	1	woman	married	white	asd	3JW0YLFXRVUXIWD43UBGDWMW5E2WWF	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	TopN	138.578559792819	92.1846058947362	42.2095299238675
1	6	61	50	62	79	62	68	1	34	33	85	5	68	16	12	NA	male		50				asd	3M68NM076JLUGLHCDIO6S3F2PVFR6N	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	TopN	258.403090746205	94.9101895691283	24.8291352493338
13	26	62	16	68	54	78	79	1	69	54	34	8	60	17	27	NA	female	associates	12	woman	single	white	asd	3VJ40NV2QK1XL608H3FV9I2BYG6TOR	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	TopN	278.708614903532	84.5471349956197	7.94532327978682
1	1	100	100	17	100	100	100	1	100	100	1	1	1	1	31	NA	male	associates	100	man	single	white	asd	3Z4XG4ZF4A51HVMCFWRW1ZXHW718XX	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	TopN	427.644212766988	12.2737261710603	49.6582704986676
74	1	23	100	1	9	21	24	1	17	31	1	1	1	1	23	NA	male	bachelors	1	man	single	white	asd	32ZKVD547H183VD5YJ4ILLYEXIB3BH	32	3RIHDBQ1NFCGTAQ8ERERFBFX89HMHV	TopN	92.5209781955404	3.37541463681974	49.6582704986676
30	1	40	45	65	40	30	40	1	40	40	1	1	65	50	31	NA	male	somecollege	10	man	single	white	asd	39O5D9O87V6RD05BCJ0DW54WF3B3CO	32	3RIHDBQ1NFCGTAQ8ERERFBFX89HMHV	TopN	163.013495912066	38.9686607737818	22.3462217244004
